precio,Expensas,Direccion,Superficie,Dormitorios,Banos,Antiguedad,Ambientes,Fuente,ciudad
600000,No disponible,Departamento en alquiler a estrenar zona Easy,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Salta
600000,No disponible,Departamento un dormitorio en alquiler Pueyrredon,65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
650000,No disponible,Departamento tres dormitorios en alquiler,No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Salta
650000,No disponible,Departamento amoblado en alquiler,53  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
650000,No disponible,Departamento a estrenar en alquiler zona Easy,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Salta
1420100,100000,"20 De Febrero 1100, Piso 5",No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Salta
600000,206000,Gral. Güemes 1800,70  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Salta
650000,No disponible,Tres Cerritos - Júncaros 350,No disponible,3 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
750000,No disponible,Belgica y Paraguay,No disponible,3 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
320000,No disponible,Bº Scalabrini Ortiz,No disponible,1 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
330000,No disponible,"Caseos 600, Piso 2",10  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,San Juan
650000,No disponible,"Av libertador 2000, Piso 2",10  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,San Juan
280000,75000,"Las heras 100, Piso 1",24  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,San Juan
300000,No disponible,General Acha Sur 800,30  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,San Juan
1200000,No disponible,Libertador oeste 600,119  m² cubie.,3 dorm.,No disponible,No disponible,4 ambientes,argenprop,San Juan
750000,No disponible,Santa Fe Oeste 100,90  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,San Juan
340000,No disponible,"9 de julio 1500, Piso 1",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,San Luis
280000,No disponible,Constitucion 1100,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,San Luis
410000,No disponible,Ministro Berrondo 100,No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,San Luis
620000,No disponible,Cnel J Pringles 1300,No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,San Luis
850000,160000,Av. Almirante Brown  al 6700,79  m² cubie.,2 dorm.,No disponible,52 años,No disponible,argenprop,Santa fe
761250,73208,"ENTRADA INDEPENDIENTE, JARDÍN EN ESQUINA, ESTAR COMEDOR, COCINA, DOS DORMITORIOS, EQUIPADO",56  m² cubie.,2 dorm.,No disponible,11 años,No disponible,argenprop,Santa fe
517650,62397,"PARA ESTUDIAR O TRABAJAR, LUMINOSO, AMPLIO, CON BALCONES, EQUIPADO, A PASOS DE LA COSTANERA",53  m² cubie.,1 dorm.,No disponible,11 años,No disponible,argenprop,Santa fe
418180,25369,"SUPER LUMINOSO BALCON AL FRENTE, PLACARD Y COCINA A ESTRENAR",40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
418180,27906,AMPLIO CON BALCON COCINA LAVADERO SECTORIZADA A ESTRENAR,40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
558250,45636,"SEMIPISO DE UN DORMITORIO, COCINA SECTORIAZADA, ESCRITORIO, UN BAÑO Y DOS BALCONES, COCHERA OPCIONAL",43  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
609000,43433,"Muy luminoso, en esquina con tres balcones equipado con cocina y calefactor",51  m² cubie.,2 dorm.,No disponible,18 años,No disponible,argenprop,Santa fe
650000,100000,"SAN MARTIN 2000, Piso 6",80  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Santa fe
517650,42816,"Amplio estar comedor, equipado con cocina, calefactor, placard y aire, TERRAZA exclusiva z/COSTANERA",40  m² cubie.,1 dorm.,No disponible,16 años,No disponible,argenprop,Santa fe
650000,100000,Alquiler Dpto 3 dormis en Peatonal!,No disponible,3 dorm.,1 baño,a estrenar,No disponible,argenprop,Santa fe
399000,No disponible,Alquiler interno San Jerónimo 3900,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Santa fe
850000,70000,"BELGRANO 3100, Piso 3",No disponible,3 dorm.,No disponible,No disponible,4 ambientes,argenprop,Santa fe
400000,No disponible,Sarmiento 6400,40  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Santa fe
750000,No disponible,"San Lorenzo 1900, Piso 11",No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Santa fe
400000,122000,"AV J.J. PASO 2900, Piso 8",No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Santa fe
600000,150000,San Martin  al 1800,70  m² cubie.,2 dorm.,No disponible,40 años,No disponible,argenprop,Santa fe
230000,No disponible,PJE ALBERTI al 500,No disponible,No disponible,1 baño,50 años,No disponible,argenprop,Santa fe
350000,No disponible,SAN MARTIN al 1800,No disponible,1 dorm.,1 baño,30 años,No disponible,argenprop,Santa fe
585000,30000,San Jeronimo al 4300,80  m² cubie.,3 dorm.,No disponible,35 años,No disponible,argenprop,Santa fe
1200000,140000,"SAN GERONIMO 1200, Piso 7",No disponible,3 dorm.,3 baños,No disponible,4 ambientes,argenprop,Santa fe
450000,45000,"4 DE ENERO 2800, Piso 2",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Santa fe
850000,195000,"1 DE MAYO 2500, Piso 4",120  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Santa fe
230000,No disponible,Pje. Alberti 570 P1 - D4,30  m² cubie.,No disponible,1 baño,40 años,No disponible,argenprop,Santa fe
530000,70000,San Jeronimo al 2000,No disponible,2 dorm.,1 baño,50 años,No disponible,argenprop,Santa fe
320000,25000,San Jose al 2200,No disponible,1 dorm.,1 baño,30 años,No disponible,argenprop,Santa fe
530000,62000,San Jeronimo al 3900,65  m² cubie.,2 dorm.,No disponible,25 años,No disponible,argenprop,Santa fe
480000,55000,"9 DE JULIO 3400, Piso 8",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
550000,No disponible,"BV. PELLEGRINI 3100, Piso 8",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
550000,60000,"BV. PELLEGRINI 3100, Piso 7",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
650000,77000,Alte Brown  al 5700,No disponible,2 dorm.,1 baño,50 años,No disponible,argenprop,Santa fe
650000,No disponible,"1º DE MAYO 1900, Piso 11",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Santa fe
550000,70000,Calle Francia 2200,49  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Santa fe
550000,50000,Gobernador Crespo 3900,60  m² cubie.,2 dorm.,No disponible,16 años,No disponible,argenprop,Santa fe
420000,50000,San Martín 2400,45  m² cubie.,1 dorm.,No disponible,30 años,No disponible,argenprop,Santa fe
950000,320000,"BV. GALVEZ 1100, Piso 1",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Santa fe
516400,No disponible,Lisandro de la Torre 3900,65  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Santa fe
430000,52000,Necochea 5200,42  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Santa fe
700000,No disponible,Monseñor Zaspe 2400,115  m² cubie.,3 dorm.,No disponible,40 años,No disponible,argenprop,Santa fe
550000,65000,1 de mayo 3000,43  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Santa fe
420000,43000,"SAN MARTIN 1900, Piso 1",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Santa fe
516400,No disponible,Lisandro de la Torre 3900,65  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Santa fe
600000,25000,Las Heras 3400,40  m² cubie.,1 dorm.,No disponible,8 años,No disponible,argenprop,Santa fe
450000,25000,Irigoyen Freyre 2641 2600,40  m² cubie.,2 dorm.,No disponible,38 años,No disponible,argenprop,Santa fe
550000,No disponible,Las Heras 5900,35  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Santa fe
550000,No disponible,Las Heras 5900,35  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Santa fe
550000,No disponible,Juan de Garay 2400,40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
550000,47000,25 DE MAYO 1800,42  m² cubie.,1 dorm.,No disponible,12 años,No disponible,argenprop,Santa fe
500000,No disponible,Avenida General López 3400,52  m² cubie.,2 dorm.,No disponible,58 años,No disponible,argenprop,Santa fe
700000,194000,"Tucuman 2700, Piso 5",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Santa fe
800000,70000,1 DE MAYO 2200,70  m² cubie.,2 dorm.,No disponible,16 años,No disponible,argenprop,Santa fe
780000,120000,"Walanika 300, Piso 3",45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
680000,120000,"Walanika 300, Piso 3",40  m² cubie.,1 dorm.,No disponible,8 años,No disponible,argenprop,Tierra del fuego
550000,No disponible,Calle Teodoro Mendoza 4000,No disponible,1 dorm.,1 baño,9 años,No disponible,argenprop,Tierra del fuego
790000,20000,Ramón Cortez 500,62  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Tierra del fuego
650000,No disponible,De la rastra 2000,35  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
1825000,No disponible,"Presidente Bernardino Rivadavia 100, Piso 2",90  m² cubie.,2 dorm.,No disponible,14 años,No disponible,argenprop,Tierra del fuego
1250000,No disponible,INDEPENDENCIA 213,54  m² cubie.,2 dorm.,No disponible,6 años,No disponible,argenprop,Tierra del fuego
950000,50000,Gobernador Ernesto Manuel Campos 1500,"52,08  m² cubie.",1 dorm.,No disponible,1 año,No disponible,argenprop,Tierra del fuego
767000,No disponible,Gdor. Deloqui 300,33  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
767000,No disponible,Gdor. Deloqui 300,33  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
767000,No disponible,Gdor. Deloqui 300,33  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
767000,No disponible,Gdor. Deloqui 300,33  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
500000,No disponible,YOWEN 2300,40  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Tierra del fuego
1200000,No disponible,Héroes de Malvinas 1500,80  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
480000,90000,12 de Octubre 300,25  m² cubie.,No disponible,1 baño,5 años,No disponible,argenprop,Tierra del fuego
700000,50000,Alem 4600,40  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
700000,50000,Alem 4600,40  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
650000,145000,Los Ñires 3900,"25,06  m² cubie.",1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
360000,74000,"ALBERDI 600, Piso 6",42  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Tucuman
220000,57000,"Av. Siria 1200, Piso 1",28  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Tucuman
1500000,200000,"BALCARCE 800, Piso 3",135  m² cubie.,3 dorm.,No disponible,35 años,No disponible,argenprop,Tucuman
600000,140000,"9 DE JULIO 700, Piso 5",80  m² cubie.,2 dorm.,No disponible,15 años,No disponible,argenprop,Tucuman
450000,55000,"Av. SALTA 600, Piso 4",45  m² cubie.,1 dorm.,No disponible,14 años,No disponible,argenprop,Tucuman
380000,No disponible,"Av. Alem 100, Piso 1",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Tucuman
180000,No disponible,"Av. Roca 1800, Piso PB",14  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Tucuman
680000,125000,Muñecas 400,80  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
380000,79000,CRISOSTOMO ALVAREZ 500,65  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
180000,No disponible,"Av. Roca 1800, Piso 1",17  m² cubie.,No disponible,1 baño,3 años,No disponible,argenprop,Tucuman
300000,No disponible,JUAN PADROS 500,70  m² cubie.,3 dorm.,No disponible,5 años,No disponible,argenprop,Tucuman
400000,70000,Balcarce 700,65  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
500000,No disponible,Honduras 100,50  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Tucuman
380000,No disponible,Barrio Oeste 2,70  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
380000,30000,España 1400,70  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
600000,No disponible,Santiago Del Estero 100,70  m² cubie.,2 dorm.,No disponible,13 años,No disponible,argenprop,Tucuman
430000,29000,Las Heras C 400,70  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Tucuman
390000,43000,Bernabe Araoz C 100,55  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
410000,30000,Jujuy  D 200,46  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
380000,134000,Rivadavia 900,98  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
390000,35000,General Paz 900,55  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
440000,46000,Av. Soldati A 200,65  m² cubie.,1 dorm.,No disponible,12 años,No disponible,argenprop,Tucuman
580000,86000,San Lorenzo 800,65  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
315000,26000,CRISóSTOMO ÁLVAREZ 1600,60  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
430000,No disponible,Las Heras C 400,70  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Tucuman
390000,30000,Bernabe Araoz C 100,55  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
420000,30000,Jujuy C 200,55  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
420000,30000,Jujuy  D 200,46  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
450000,63000,Amador Lucero B 100,61  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Tucuman
550000,60000,San Lorenzo 600,No disponible,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
300000,50000,General Paz 1000,60  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
420000,No disponible,Jujuy C 200,55  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
420000,30000,Jujuy  D 200,46  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
420000,No disponible,Jujuy B 200,60  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Tucuman
210000,25000,Pasaje Gatibaldi 100,35  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Tucuman
450000,32000,Amador Lucero D 100,60  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Tucuman
700000,No disponible,Las Heras A 400,145  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Tucuman
470000,No disponible,Balcarce 600,70  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tucuman
330000,40000,La Rioja 300,No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Tucuman
500000,65000,Amador Lucero E 100,74  m² cubie.,1 dorm.,No disponible,1 año,No disponible,argenprop,Tucuman
410000,70000,San Lorenzo 800,65  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Tucuman
700000,No disponible,Las Heras A 400,145  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Tucuman
660000,135000,Santa Fe al 900,63  m² cubie.,2 dorm.,No disponible,2 años,No disponible,argenprop,Tucuman
700000,No disponible,San Juan 700,60  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Tucuman
430000,No disponible,Balcarce 600,50  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tucuman
180094500,No disponible,Avenida Manuel Belgrano 4500,"81,54  m² cubie.",1 dorm.,No disponible,1 año,No disponible,argenprop,Tucuman
240000,20000,Bernardino Rivadavia 1200,35  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tucuman
550000,No disponible,"*RESERVADO * 2000, Piso 3",39  m² cubie.,1 dorm.,No disponible,40 años,No disponible,argenprop,Caba
1200000,263000,"Avenida Coronel Díaz 1800, Piso 1",90  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Caba
550000,192600,"Jose Luis Borges 2200, Piso 2",31  m² cubie.,No disponible,1 baño,15 años,No disponible,argenprop,Caba
670000,130000,Avenida Luis María Campos 300,37  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Caba
750000,75000,"RAVIGNANI, EMILIO 2300, Piso 3",37  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Caba
630000,115000,"Gurruchaga 2200, Piso 2",45  m² cubie.,1 dorm.,No disponible,45 años,No disponible,argenprop,Caba
590000,110000,"Arévalo 1700, Piso 7",37  m² cubie.,No disponible,1 baño,25 años,No disponible,argenprop,Caba
900000,170000,"Julian Alvarez 2000, Piso 6",52  m² cubie.,1 dorm.,No disponible,45 años,No disponible,argenprop,Caba
1000000,230000,"J Bonifacio 600, Piso 1",70  m² cubie.,2 dorm.,No disponible,10 años,No disponible,argenprop,Caba
900000,160000,ACOYTE 500,43  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Caba
570000,80000,"Paraguay 3000, Piso 2",34  m² cubie.,1 dorm.,No disponible,50 años,No disponible,argenprop,Caba
400000,110000,Arenales 2800,No disponible,1 dorm.,1 baño,40 años,No disponible,argenprop,Caba
490000,100000,Av. Cordoba 4800,35  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,Caba
550000,85000,"Juncal 2500, Piso 4",No disponible,1 dorm.,1 baño,40 años,No disponible,argenprop,Caba
750000,130000,Formosa 100,No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Caba
1032800,No disponible,French  al 2900,37  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Caba
410000,58500,"Mendez De Andes 1900, Piso 5",37  m² cubie.,No disponible,1 baño,8 años,No disponible,argenprop,Caba
630000,130000,"Laprida 1300, Piso 8",56  m² cubie.,1 dorm.,No disponible,60 años,No disponible,argenprop,Caba
450000,64000,"Avenida Córdoba 1800, Piso 8",35  m² cubie.,No disponible,1 baño,40 años,No disponible,argenprop,Caba
700000,247000,"Santa fe 1900, Piso 4",48  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Caba
800000,240000,"Virrey Loreto 1500, Piso 1",89  m² cubie.,2 dorm.,No disponible,50 años,No disponible,argenprop,Caba
1549200,330000,Arcos 2200,60  m² cubie.,2 dorm.,No disponible,20 años,No disponible,argenprop,Caba
800000,100000,"MIGUELETES 2300, Piso 3",46  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Caba
380000,70000,"Paraguay 3000, Piso 4",27  m² cubie.,No disponible,1 baño,50 años,No disponible,argenprop,Caba
550000,65000,"Guayaquil 100, Piso 5",40  m² cubie.,1 dorm.,No disponible,50 años,No disponible,argenprop,Caba
650000,100000,Av Pueyrredon  al 2400,31  m² cubie.,1 dorm.,No disponible,30 años,No disponible,argenprop,Caba
1300000,450000,"OLAZABAL 2600, Piso 4",62  m² cubie.,2 dorm.,No disponible,25 años,No disponible,argenprop,Caba
350000,113500,"Av Santa Fe 2300, Piso 4",23  m² cubie.,No disponible,1 baño,40 años,No disponible,argenprop,Caba
132973000,220440,Paraguay y Godoy Cruz,34  m² cubie.,No disponible,1 baño,12 años,No disponible,argenprop,Caba
630000,120000,"Gascon 1500, Piso 7",No disponible,1 dorm.,1 baño,45 años,No disponible,argenprop,Caba
570000,98000,"El Maestro 100, Piso 8vo",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Caba
460000,60000,"Av. Honorio Pueyrredon 900, Piso PB",40  m² cubie.,1 dorm.,No disponible,50 años,No disponible,argenprop,Caba
810000,200000,Cipriano Miro 500,47  m² cubie.,1 dorm.,No disponible,14 años,No disponible,argenprop,Caba
420000,81000,"Rojas 100, Piso 9",37  m² cubie.,1 dorm.,No disponible,50 años,No disponible,argenprop,Caba
450000,No disponible,Posadas 1500,No disponible,No disponible,1 baño,No disponible,No disponible,argenprop,Caba
4712150,1400000,Manuela Sáenz 400,220  m² cubie.,4 dorm.,No disponible,20 años,No disponible,argenprop,Caba
400000,94000,"Montevideo 100, Piso 11",34  m² cubie.,1 dorm.,No disponible,49 años,No disponible,argenprop,Caba
340000,60000,Billinghurst  al 1300,No disponible,No disponible,1 baño,45 años,No disponible,argenprop,Caba
3614800,850000,Olga Cossettini 1600 - Brisas Puerto Madero,94  m² cubie.,3 dorm.,No disponible,15 años,No disponible,argenprop,Caba
761690,No disponible,"Vicente  Lopez 1900, Piso 2",32  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Caba
774600,120000,Monroe 2400,38  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Caba
1000000,398000,JOSE EVARISTO URIBURU Y AV. SANTA FE 1°,141  m² cubie.,3 dorm.,No disponible,40 años,No disponible,argenprop,Caba
650000,138000,"Tomas Le Breton 5000, Piso 7",43  m² cubie.,1 dorm.,No disponible,20 años,No disponible,argenprop,Caba
400000,100000,"Guatemala 4200, Piso 6",30  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,Caba
470000,80000,"Uriburu 1000, Piso 1",30  m² cubie.,No disponible,1 baño,45 años,No disponible,argenprop,Caba
420000,110000,"Felipe Vallese 1600, Piso 7",30  m² cubie.,No disponible,1 baño,8 años,No disponible,argenprop,Caba
700000,90000,"Ravignani 2000, Piso 6",34  m² cubie.,No disponible,1 baño,3 años,No disponible,argenprop,Caba
1291000,220000,Conesa 2500,75  m² cubie.,3 dorm.,No disponible,10 años,No disponible,argenprop,Caba
700000,230000,Av. Dorrego 800,45  m² cubie.,1 dorm.,No disponible,20 años,No disponible,argenprop,Caba
690000,50000,"Loyola 400, Piso 1",48  m² cubie.,1 dorm.,No disponible,60 años,No disponible,argenprop,Caba
600000,No disponible,"Urquiza 1900, Piso 1",43  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Rosario
790000,230000,"Torre Arealis - Puerto Norte , Piso 05",50  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Rosario
700000,51000,"Catamarca 1900, Piso 2",74  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Rosario
520000,200000,"Mitre 500, Piso 13",85  m² cubie.,2 dorm.,No disponible,65 años,No disponible,argenprop,Rosario
750000,No disponible,"Avda. Carballo 200, Piso 5",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Rosario
650000,139000,"Pedro Tuella 900, Piso 4",60  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Rosario
680000,130000,"CORRIENTES 100, Piso 1",65  m² cubie.,2 dorm.,No disponible,35 años,No disponible,argenprop,Rosario
600000,95000,Leandro n alen 1500,53  m² cubie.,2 dorm.,No disponible,2 años,No disponible,argenprop,Rosario
428400,70000,3 de Febrero 385,60  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Rosario
397800,60000,Ituzaingo 1954,45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Rosario
382500,50000,Riobamba  al 183,50  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Rosario
880000,No disponible,La Paz al 200,80  m² cubie.,2 dorm.,No disponible,14 años,No disponible,argenprop,Rosario
650000,220000,Cordoba  al 600,43  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Rosario
580000,No disponible,ALVEAR 472 - 2 - B,38  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Rosario
550000,No disponible,Brown 2944,45  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Rosario
400000,45000,Zeballos 1683,35  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Rosario
510000,No disponible,Montevideo al 900,65  m² cubie.,2 dorm.,No disponible,46 años,No disponible,argenprop,Rosario
700000,No disponible,Santiago 265,75  m² cubie.,2 dorm.,No disponible,10 años,No disponible,argenprop,Rosario
700000,No disponible,Italia al 600,70  m² cubie.,2 dorm.,No disponible,55 años,No disponible,argenprop,Rosario
280000,No disponible,"Moreno 300, Piso 4",No disponible,1 dorm.,1 baño,20 años,No disponible,argenprop,Rosario
380000,60000,"PARAGUAY 2200, Piso 07","42,16  m² cubie.",1 dorm.,No disponible,4 años,No disponible,argenprop,Rosario
700000,No disponible,"9 DE JULIO 900, Piso 15",No disponible,2 dorm.,2 baños,No disponible,6 ambientes,argenprop,Rosario
300000,90000,Maipú   al 2000,34  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Rosario
250000,55000,"La Paz 1200, Piso 8",30  m² cubie.,No disponible,1 baño,8 años,No disponible,argenprop,Rosario
290000,50000,"PARAGUAY 2200, Piso 04",28  m² cubie.,No disponible,1 baño,4 años,No disponible,argenprop,Rosario
500000,110000,"Italia 100, Piso 2",44  m² cubie.,1 dorm.,No disponible,20 años,No disponible,argenprop,Rosario
300000,No disponible,Juan b justo 1300,No disponible,No disponible,1 baño,No disponible,No disponible,argenprop,Rosario
490000,No disponible,Callao 1337 01-01,40  m² cubie.,1 dorm.,No disponible,4 años,No disponible,argenprop,Rosario
360000,60000,Brown al 2900,35  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Rosario
300000,55000,"San Juan 1500, Piso 7",27  m² cubie.,1 dorm.,No disponible,40 años,No disponible,argenprop,Rosario
428400,50000,Moreno 1481,48  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Rosario
580000,60000,"URQUIZA 1500, Piso 5",60  m² cubie.,3 dorm.,No disponible,30 años,No disponible,argenprop,Rosario
320000,No disponible,San Juan al 1100,29  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Rosario
550000,85000,RIOJA 1400,No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Rosario
260000,No disponible,"Entre Ríos 900, Piso 04",40  m² cubie.,1 dorm.,No disponible,52 años,No disponible,argenprop,Rosario
660000,No disponible,"GarcÍa Del Cosio 2000, Piso 3",62  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Rosario
490000,No disponible,"Ricchieri 500, Piso 1",50  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Rosario
320000,68000,Buenos Aires 633 Alquiler Piso Exclusivo Dpto. Amplio Monoambiente con Balcón,25  m² cubie.,No disponible,1 baño,5 años,No disponible,argenprop,Rosario
